Auth,Date,lnk1,lnk2,lnk3,lnk4,lnk5,lnk6,lnk7,lnk8,lnk9,lnk10,lnk11,lnk12,lnk13
XRPHODLER,2/13/2020 16:37,https://cdn.discordapp.com/attachments/677197132968755207/677644563942211625/image0.png,https://cdn.discordapp.com/attachments/677197132968755207/677644564655374346/image1.png,,,,,,,,,,,
[eu]rim^oe,2/13/2020 16:52,https://cdn.discordapp.com/attachments/677197132968755207/677648309434843186/Screenshot_20200213-234604_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677648309984428035/Screenshot_20200213-234614_Grim_Soul.jpg,,,,,,,,,,,
jie,2/13/2020 16:55,https://cdn.discordapp.com/attachments/677197132968755207/677648997221138432/Screenshot_20200213-235243_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677648997703221268/Screenshot_20200213-235258_Grim_Soul.jpg,,,,,,,,,,,
Saori Saos Tiram,2/13/2020 21:15,https://cdn.discordapp.com/attachments/677197132968755207/677714504712454164/Screenshot_2020-02-14-10-11-26-42.png,https://cdn.discordapp.com/attachments/677197132968755207/677714505077096448/Screenshot_2020-02-14-10-11-40-79.png,,,,,,,,,,,
Frank_Santos,2/13/2020 21:42,https://cdn.discordapp.com/attachments/677197132968755207/677721394259165199/Screenshot_20200214-003944.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677721395060539412/Screenshot_20200214-003932.jpg,,,,,,,,,,,
Skyhikes,2/13/2020 22:41,https://cdn.discordapp.com/attachments/677197132968755207/677736178350293017/Capture_2020-02-14-05-36-30.png,https://cdn.discordapp.com/attachments/677197132968755207/677736178786631690/Capture_2020-02-14-05-36-43.png,,,,,,,,,,,
Baby Killer,2/13/2020 23:51,https://cdn.discordapp.com/attachments/677197132968755207/677753727347720212/image0.png,https://cdn.discordapp.com/attachments/677197132968755207/677753727679201303/image1.png,,,,,,,,,,,
ripnav,2/14/2020 0:48,https://cdn.discordapp.com/attachments/677197132968755207/677768151139614721/Screenshot_20200214_094725_fantasy.survival.game.rpg.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677768151588536340/Screenshot_20200214_094737_fantasy.survival.game.rpg.jpg,,,,,,,,,,,
Nelson,2/14/2020 2:06,https://cdn.discordapp.com/attachments/677197132968755207/677787617927888896/Screenshot_20200214_082138_fantasy.survival.game.rpg.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677787618876063754/Screenshot_20200214_082150_fantasy.survival.game.rpg.jpg,,,,,,,,,,,
Henrique,2/14/2020 4:06,https://cdn.discordapp.com/attachments/677197132968755207/677817999473901568/20200214_070632.jpg,,,,,,,,,,,,
Blacknium,2/14/2020 7:09,https://cdn.discordapp.com/attachments/677197132968755207/677863933872177181/Screenshot_20200214-140813_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677863948128616488/Screenshot_20200214-140821_Grim_Soul.jpg,,,,,,,,,,,
Hauptmann Herold,2/14/2020 8:15,https://cdn.discordapp.com/attachments/677197132968755207/677880654343438336/QuickMemo_2020-02-14-16-09-00.png,https://cdn.discordapp.com/attachments/677197132968755207/677880655065120789/QuickMemo_2020-02-14-16-09-24.png,,,,,,,,,,,
koshechka,2/14/2020 8:47,https://cdn.discordapp.com/attachments/677197132968755207/677888635189854222/image0.png,https://cdn.discordapp.com/attachments/677197132968755207/677888635722399784/image1.png,,,,,,,,,,,
[RUS] Cooldor,2/14/2020 9:19,https://cdn.discordapp.com/attachments/677197132968755207/677896816825466891/image0.png,https://cdn.discordapp.com/attachments/677197132968755207/677896817270194186/image1.png,,,,,,,,,,,
Oldalas,2/14/2020 9:31,https://cdn.discordapp.com/attachments/677197132968755207/677899631195062302/Screenshot_20200214-162651_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677899633607049226/Screenshot_20200214-162702_Grim_Soul.jpg,,,,,,,,,,,
w6,2/14/2020 11:31,https://cdn.discordapp.com/attachments/677197132968755207/677929880641339432/Screenshot_20200214-182828.png,https://cdn.discordapp.com/attachments/677197132968755207/677929881425805313/Screenshot_20200214-182845.png,,,,,,,,,,,
Folland,2/14/2020 11:53,https://cdn.discordapp.com/attachments/677197132968755207/677935378539216976/Screenshot_2020-02-14-23-50-44-500_fantasy.survival.game.rpg.png,https://cdn.discordapp.com/attachments/677197132968755207/677935379030212650/Screenshot_2020-02-14-23-51-12-133_fantasy.survival.game.rpg.png,,,,,,,,,,,
Glitch,2/14/2020 11:59,https://cdn.discordapp.com/attachments/677197132968755207/677937047876403260/Screenshot_2020-02-14-23-27-24-277_fantasy.survival.game.rpg.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677937048207884298/Screenshot_2020-02-14-23-27-54-324_fantasy.survival.game.rpg.jpg,,,,,,,,,,,
Caio Cesar,2/14/2020 12:34,https://cdn.discordapp.com/attachments/677197132968755207/677945837007011841/Screenshot_20200212-220005.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677945837640482826/Screenshot_20200212-215718.jpg,,,,,,,,,,,
nestea1996,2/14/2020 13:09,https://cdn.discordapp.com/attachments/677197132968755207/677954684371337265/Screenshot_20200214-210756.png,https://cdn.discordapp.com/attachments/677197132968755207/677954684903751690/Screenshot_20200214-210810.png,,,,,,,,,,,
Serginho,2/14/2020 13:19,https://cdn.discordapp.com/attachments/677197132968755207/677957143483383808/Screenshot_20200214-161723_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677957144116461601/Screenshot_20200214-161731_Grim_Soul.jpg,,,,,,,,,,,
Thor,2/14/2020 13:57,https://cdn.discordapp.com/attachments/677197132968755207/677966631888224292/Screenshot_2020-02-15-03-55-22-463_fantasy.survival.game.rpg.jpg,https://cdn.discordapp.com/attachments/677197132968755207/677966668894306335/Screenshot_2020-02-15-03-55-36-956_fantasy.survival.game.rpg.jpg,,,,,,,,,,,
Giarc,2/14/2020 14:25,https://cdn.discordapp.com/attachments/677197132968755207/677973765166071866/image0.png,https://cdn.discordapp.com/attachments/677197132968755207/677973766852050944/image1.png,,,,,,,,,,,
vakero,2/14/2020 16:26,https://cdn.discordapp.com/attachments/677197132968755207/678004125560078355/IMG-20200212-WA0034.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678004125790896138/IMG-20200212-WA0035.jpg,,,,,,,,,,,
Thorim Eichenschild,2/14/2020 16:31,https://cdn.discordapp.com/attachments/677197132968755207/678005400259264512/Screenshot_20200214-231848_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678005441040613376/Screenshot_20200214-231905_Grim_Soul.jpg,,,,,,,,,,,
jie,2/14/2020 16:40,https://cdn.discordapp.com/attachments/677197132968755207/678007572732837888/Screenshot_20200214-233836_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678007573139423232/Screenshot_20200214-233854_Grim_Soul.jpg,,,,,,,,,,,
ForeSaken One,2/14/2020 16:40,https://cdn.discordapp.com/attachments/677197132968755207/678007588142448650/046D131D-B1DF-4C68-A024-FBAAD91D86A5.png,https://cdn.discordapp.com/attachments/677197132968755207/678007641644990464/64BD073B-3A96-427D-A7D5-A64326F33B25.png,,,,,,,,,,,
ForeSaken One,2/14/2020 19:24,https://cdn.discordapp.com/attachments/677197132968755207/678048893086466078/49A2AE33-7152-4DB6-A9B7-667DB3918689.png,https://cdn.discordapp.com/attachments/677197132968755207/678049157180686336/C0B6539D-ADED-494E-A57C-1E0AA47C92B2.png,,,,,,,,,,,
li.chew,2/14/2020 20:18,https://cdn.discordapp.com/attachments/677197132968755207/678062549505409034/Grim_Soul_2020-02-13-09-24-31.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678062549979234304/Grim_Soul_2020-02-13-09-24-20.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678062731525488641/Grim_Soul_2020-02-14-18-16-23.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678062731945050120/Grim_Soul_2020-02-14-18-16-35.jpg,,,,,,,,,
Skyhikes,2/14/2020 23:47,https://cdn.discordapp.com/attachments/677197132968755207/678115022177566730/Capture_2020-02-15-06-13-07.png,https://cdn.discordapp.com/attachments/677197132968755207/678115022463041537/Capture_2020-02-15-06-13-20.png,,,,,,,,,,,
Thorim Eichenschild,2/15/2020 5:35,https://cdn.discordapp.com/attachments/677197132968755207/678202797698711562/Screenshot_20200215-123324_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678202798294171673/Screenshot_20200215-123340_Grim_Soul.jpg,,,,,,,,,,,
Frank_Santos,2/15/2020 6:58,https://cdn.discordapp.com/attachments/677197132968755207/678223645251862556/Screenshot_20200214-235329.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678223645570760704/Screenshot_20200214-235340.jpg,,,,,,,,,,,
[eu]rim^oe,2/15/2020 7:27,https://cdn.discordapp.com/attachments/677197132968755207/678230913343291402/Screenshot_20200215-142458_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678230913645019136/Screenshot_20200215-142511_Grim_Soul.jpg,,,,,,,,,,,
nestea1996,2/15/2020 8:43,https://cdn.discordapp.com/attachments/677197132968755207/678249942766059531/Screenshot_20200215-164001.png,https://cdn.discordapp.com/attachments/677197132968755207/678249943147872301/Screenshot_20200215-164012.png,,,,,,,,,,,
Folland,2/15/2020 10:13,https://cdn.discordapp.com/attachments/677197132968755207/678272598072754196/Screenshot_2020-02-15-22-09-35-700_fantasy.survival.game.rpg.png,https://cdn.discordapp.com/attachments/677197132968755207/678272598638854174/Screenshot_2020-02-15-22-09-48-498_fantasy.survival.game.rpg.png,,,,,,,,,,,
zak,2/15/2020 12:36,https://cdn.discordapp.com/attachments/677197132968755207/678308749513064499/Screenshot_20200215-153238_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678308750053998682/Screenshot_20200215-153259_Grim_Soul.jpg,,,,,,,,,,,
alemoto00,2/15/2020 13:29,https://cdn.discordapp.com/attachments/677197132968755207/678322052926537761/Screenshot_20200215_202839_fantasy.survival.game.rpg.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678322076452388913/Screenshot_20200215_202851_fantasy.survival.game.rpg.jpg,,,,,,,,,,,
vakero,2/15/2020 14:31,https://cdn.discordapp.com/attachments/677197132968755207/678337640155840538/Screenshot_20200215-142826.png,https://cdn.discordapp.com/attachments/677197132968755207/678337663962578965/Screenshot_20200215-142839.png,,,,,,,,,,,
Oldalas,2/15/2020 14:51,https://cdn.discordapp.com/attachments/677197132968755207/678342601098657860/Screenshot_20200215-214636_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678342601463693318/Screenshot_20200215-214650_Grim_Soul.jpg,,,,,,,,,,,
,2/15/2020 14:55,https://cdn.discordapp.com/attachments/677197132968755207/678343523493216267/Screenshot_2020-02-15-21-57-45-002_fantasy.survival.game.rpg.png,https://cdn.discordapp.com/attachments/677197132968755207/678343523883417640/Screenshot_2020-02-15-21-57-55-779_fantasy.survival.game.rpg.png,,,,,,,,,,,
tosodoulis18,2/15/2020 16:25,https://cdn.discordapp.com/attachments/677197132968755207/678366392864735235/Grim_Soul_2020-02-16-00-23-00.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678366411185324076/Grim_Soul_2020-02-16-00-23-11.jpg,,,,,,,,,,,
jie,2/15/2020 17:22,https://cdn.discordapp.com/attachments/677197132968755207/678380715167055906/Screenshot_20200216-002014_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678380715532091423/Screenshot_20200216-002023_Grim_Soul.jpg,,,,,,,,,,,
Frank_Santos,2/15/2020 21:12,https://cdn.discordapp.com/attachments/677197132968755207/678438543151988746/Screenshot_20200216-001024.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678438543483469839/Screenshot_20200216-001040.jpg,,,,,,,,,,,
ForeSaken One,2/15/2020 22:12,https://cdn.discordapp.com/attachments/677197132968755207/678453546588438548/B435B89B-ED4A-4624-B24D-2EC289E65B00.png,https://cdn.discordapp.com/attachments/677197132968755207/678453559355899905/E072786C-BDEB-47D9-A6F2-759A24490AE8.png,,,,,,,,,,,
neckromancer,2/15/2020 23:14,https://cdn.discordapp.com/attachments/677197132968755207/678469289140944902/image0.jpg,,,,,,,,,,,,
Introvert,2/16/2020 0:01,https://cdn.discordapp.com/attachments/677197132968755207/678481021796220948/Screenshot_20200215-150326.png,https://cdn.discordapp.com/attachments/677197132968755207/678481022119313428/Screenshot_20200215-150338.png,,,,,,,,,,,
XRPHODLER,2/16/2020 0:45,https://cdn.discordapp.com/attachments/677197132968755207/678492060172419113/image0.png,https://cdn.discordapp.com/attachments/677197132968755207/678492061519052830/image1.png,,,,,,,,,,,
It&#39;s me too,2/16/2020 4:59,https://cdn.discordapp.com/attachments/677197132968755207/678556110013333524/Screenshot_20200216-114521.png,https://cdn.discordapp.com/attachments/677197132968755207/678556110357004328/Screenshot_20200216-114531.png,,,,,,,,,,,
ripnav,2/16/2020 5:53,https://cdn.discordapp.com/attachments/677197132968755207/678569568699940865/Screenshot_20200216_145159_fantasy.survival.game.rpg.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678569569136279552/Screenshot_20200216_145208_fantasy.survival.game.rpg.jpg,,,,,,,,,,,
Ryuzen,2/16/2020 6:20,https://cdn.discordapp.com/attachments/677197132968755207/678576453268275200/Screenshot_20200216-131918_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678576453662801965/Screenshot_20200216-131929_Grim_Soul.jpg,,,,,,,,,,,
w6,2/16/2020 8:57,https://cdn.discordapp.com/attachments/677197132968755207/678616022596714535/Screenshot_20200216-154926.png,https://cdn.discordapp.com/attachments/677197132968755207/678616023204626445/Screenshot_20200216-154939.png,,,,,,,,,,,
Winterfell,2/16/2020 11:41,https://cdn.discordapp.com/attachments/677197132968755207/678657147768406046/Screenshot_20200216-171927_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678657163559829534/Screenshot_20200216-171939_Grim_Soul.jpg,,,,,,,,,,,
TheR&#235;dfield,2/16/2020 12:16,https://cdn.discordapp.com/attachments/677197132968755207/678665934654799892/Screenshot_20200216-151454_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678665935145664525/Screenshot_20200216-151509_Grim_Soul.jpg,,,,,,,,,,,
Spade King 334,2/16/2020 12:45,https://cdn.discordapp.com/attachments/677197132968755207/678673255548321792/Screenshot_20200216-194339_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678673255988592640/Screenshot_20200216-194400_Grim_Soul.jpg,,,,,,,,,,,
vakero,2/16/2020 12:51,https://cdn.discordapp.com/attachments/677197132968755207/678674941557735452/Screenshot_20200215-142826.png,https://cdn.discordapp.com/attachments/677197132968755207/678674941838884874/Screenshot_20200215-142839.png,,,,,,,,,,,
Serginho,2/16/2020 13:02,https://cdn.discordapp.com/attachments/677197132968755207/678677595797323797/Screenshot_20200216-155921_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678677596447178752/Screenshot_20200216-155933_Grim_Soul.jpg,,,,,,,,,,,
nestea1996,2/16/2020 13:15,https://cdn.discordapp.com/attachments/677197132968755207/678680773653692418/Screenshot_20200216-211221.png,https://cdn.discordapp.com/attachments/677197132968755207/678680774173523987/Screenshot_20200216-211233.png,,,,,,,,,,,
Blacknium,2/16/2020 13:28,https://cdn.discordapp.com/attachments/677197132968755207/678684034506948648/Screenshot_20200216-202656_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678684035190489108/Screenshot_20200216-202708_Grim_Soul.jpg,,,,,,,,,,,
[eu]rim^oe,2/16/2020 13:37,https://cdn.discordapp.com/attachments/677197132968755207/678686413180633098/Screenshot_20200216-193609_DU_Recorder.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678686413473972234/Screenshot_20200216-193622_DU_Recorder.jpg,,,,,,,,,,,
Oldalas,2/16/2020 14:30,https://cdn.discordapp.com/attachments/677197132968755207/678699749687296010/Screenshot_20200216-212538_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678699750115246090/Screenshot_20200216-212552_Grim_Soul.jpg,,,,,,,,,,,
Silver Ves Aka Zilver,2/16/2020 14:54,https://cdn.discordapp.com/attachments/677197132968755207/678705877376565278/Screenshot_20200216_225357_fantasy.survival.game.rpg.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678705878081339392/Screenshot_20200216_225406_fantasy.survival.game.rpg.jpg,,,,,,,,,,,
[RUS] Cooldor,2/16/2020 15:34,https://cdn.discordapp.com/attachments/677197132968755207/678715743034146898/image0.png,https://cdn.discordapp.com/attachments/677197132968755207/678715743667224576/image1.png,,,,,,,,,,,
zak,2/16/2020 15:40,https://cdn.discordapp.com/attachments/677197132968755207/678717333824471070/Screenshot_20200216-183228_Grim_Soul.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678717334097231872/Screenshot_20200216-183301_Grim_Soul.jpg,,,,,,,,,,,
Frank_Santos,2/16/2020 20:07,https://cdn.discordapp.com/attachments/677197132968755207/678784458488283146/Screenshot_20200216-230022.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678784459805556748/Screenshot_20200216-230038.jpg,,,,,,,,,,,
neckromancer,2/16/2020 22:16,https://cdn.discordapp.com/attachments/677197132968755207/678817097182216212/image0.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678817143596515397/image0.jpg,,,,,,,,,,,
&#127876;MejdybyfepoBB&#127876;,2/16/2020 23:06,https://cdn.discordapp.com/attachments/677197132968755207/678829508463165450/Screenshot_20200217-070246.png,https://cdn.discordapp.com/attachments/677197132968755207/678829521360912394/Screenshot_20200217-070307.png,,,,,,,,,,,
KaiBot,2/17/2020 1:56,https://cdn.discordapp.com/attachments/677197132968755207/678872498376409098/Screenshot_2020-02-16-20-43-57-214_fantasy.survival.game.rpg.png,https://cdn.discordapp.com/attachments/677197132968755207/678872498980519936/Screenshot_2020-02-16-20-44-10-485_fantasy.survival.game.rpg.png,,,,,,,,,,,
ForeSaken One,2/17/2020 4:31,https://cdn.discordapp.com/attachments/677197132968755207/678911272820932609/B22251B4-8C17-45BC-A7D3-B5EF7D8F318B.png,https://cdn.discordapp.com/attachments/677197132968755207/678911275484446750/082140E1-B122-4BF9-89D1-F730033BDDFA.png,,,,,,,,,,,
alemoto00,2/17/2020 5:56,https://cdn.discordapp.com/attachments/677197132968755207/678932808403648542/Screenshot_20200217_125545_fantasy.survival.game.rpg.jpg,https://cdn.discordapp.com/attachments/677197132968755207/678932809309487125/Screenshot_20200217_125556_fantasy.survival.game.rpg.jpg,,,,,,,,,,,
